"personLabel"	"assocLabel"
"Keith Jarrett"	"Gary Burton"
"Mitch Mitchell"	"Johnny Harris (musician)"
"Mitch Mitchell"	"Georgie Fame"
"Moya Brennan"	"Enya"
"Moya Brennan"	"Roger Shah"
"Rappin' 4-Tay"	"Mac Dre"
"Ross Robinson"	"Tech N9ne"
"Yip Harburg"	"Burton Lane"
"Yip Harburg"	"Jule Styne"
"Yip Harburg"	"Harold Arlen"
"Yusef Lateef"	"Cannonball Adderley"
"Zak Starkey"	"John Entwistle"
"Al Anderson (The Wailers)"	"Peter Tosh"
"Al Anderson (The Wailers)"	"Ben Harper"
"Amanda Brown (singer)"	"Adele"
"Amanda Brown (singer)"	"Alicia Keys"
"Andru Bemis"	"John C. Reilly"
"Art Hodes"	"Mezz Mezzrow"
"Art Hodes"	"Sidney Bechet"
"B-Legit"	"Tupac Shakur"
"B-Legit"	"Kurupt"
"B-Legit"	"Mystikal"
"B-Legit"	"Daz Dillinger"
"B-Legit"	"Young Buck"
"B-Legit"	"Snoop Dogg"
"B-Legit"	"Mac Dre"
"B-Legit"	"Scarface (rapper)"
"Barbara Kanam"	"Fally Ipupa"
"Barry Allen (musician)"	"Wes Dakus"
"Berner (rapper)"	"Nipsey Hussle"
"Berner (rapper)"	"Young Thug"
"Berner (rapper)"	"Snoop Dogg"
"Berner (rapper)"	"Demrick"
"Berner (rapper)"	"The Jacka"
"Berry Gordy"	"Rockwell (musician)"
"Bill Cunningham (musician)"	"Chris Bell (American musician)"
"Booker Little"	"Johnny Griffin"
"Booker Little"	"Bob Cranshaw"
"Booker Little"	"Ray Draper"
"Booker Little"	"Abbey Lincoln"
"Booker Little"	"Eric Dolphy"
"Brian Haner"	"Jeff Dunham"
"Brian Haner"	"Frank Zappa"
"Brian Maes"	"Peter Wolf"
"Brisco (rapper)"	"DJ Khaled"
"Brisco (rapper)"	"Flo Rida"
"Brisco (rapper)"	"Wynter Gordon"
"Brisco (rapper)"	"Lil Wayne"
"Buckethead"	"Viggo Mortensen"
"Buckethead"	"Bill Laswell"
"Buckethead"	"Bootsy Collins"
"Camarón de la Isla"	"Paco de Lucía"
"Carnage (DJ)"	"Timmy Trumpet"
"Carnage (DJ)"	"KSHMR"
"Charlie Mariano"	"Stan Kenton"
"Charlie Zeleny"	"XV (rapper)"
"Charlie Zeleny"	"Outasight"
"Charlie Zeleny"	"Jordan Rudess"
"Christopher Maloney"	"Dweezil Zappa"
"Cissy Houston"	"Whitney Houston"
"Cissy Houston"	"Elvis Presley"
"Cissy Houston"	"Dionne Warwick"
"Cissy Houston"	"Herbie Mann"
"Clarence ""Gatemouth"" Brown"	"Joe Krown"
"Clark Kent (producer)"	"Dana Dane"
"Clark Kent (producer)"	"Marley Marl"
"Claus Ogerman"	"Frank Sinatra"
"Claus Ogerman"	"Diana Krall"
"Colin Cripps"	"Bryan Adams"
"DJ Hoppa"	"Hopsin"
"DJ Hoppa"	"Dizzy Wright"
"DJ Hoppa"	"Sirah (rapper)"
"DJ Hoppa"	"Jarren Benton"
"DJ Hoppa"	"SwizZz"
"DJ Hoppa"	"Demrick"
"DJ Rebel"	"Robert Abigail"
"Dakota (singer)"	"Fraser T Smith"
"David Myles (musician)"	"Damhnait Doyle"
"David Myles (musician)"	"Classified (rapper)"
"David Myles (musician)"	"Alex Cuba"
"Devlin (rapper)"	"Wretch 32"
"Devlin (rapper)"	"Ghetts"
"Devlin (rapper)"	"Giggs (rapper)"
"Devlin (rapper)"	"Jessie J"
"Devlin (rapper)"	"Labrinth"
"Devlin (rapper)"	"Skepta"
"Don Dinero"	"Celia Cruz"
"Don Pullen"	"George Adams (musician)"
"Don Pullen"	"Charles Mingus"
"Don Pullen"	"David Murray (saxophonist)"
"Dondi Ledesma"	"Pepe Smith"
"Earl Sweatshirt"	"Dash (rapper)"
"Earl Sweatshirt"	"Tyler, The Creator"
"Earl Sweatshirt"	"Ab-Soul"
"Earl Sweatshirt"	"Knxwledge"
"Earl Sweatshirt"	"Samiyam"
"Earl Sweatshirt"	"The Alchemist (musician)"
"Emory Gordy Jr."	"Emmylou Harris"
"Emory Gordy Jr."	"Elvis Presley"
"Frank Swart"	"Buddy Miller"
"Future (rapper)"	"Rick Ross"
"Future (rapper)"	"Young Scooter"
"Future (rapper)"	"Mike Will Made It"
"Future (rapper)"	"Rocko (rapper)"
"Future (rapper)"	"Lil Wayne"
"Harriet Schock"	"Carl Anderson (singer)"
"Harriet Schock"	"Helen Reddy"
"Honey Cocaine"	"Dizzy Wright"
"Honey Cocaine"	"Snow Tha Product"
"Honey Cocaine"	"Teyana Taylor"
"Honey Cocaine"	"Tyga"
"Indira Radić"	"Romana (singer)"
"Indira Radić"	"Azis"
"Ish Ledesma"	"Gwen McCrae"
"Ish Ledesma"	"Gloria Estefan"
"Ish Ledesma"	"Latimore (musician)"
"Ish Ledesma"	"Fred Schneider"
"James Ferraro"	"Oneohtrix Point Never"
"Jean-Louis Murat"	"Mylène Farmer"
"Jeff Sipe"	"Debashish Bhattacharya"
"Jeff Sipe"	"Keller Williams"
"Joe Raposo"	"Tom Lehrer"
"Joe Raposo"	"Clark Gesner"
"Joe Raposo"	"Nile Rodgers"
"John Blackwell (musician)"	"Prince (musician)"
"John Gustafson (musician)"	"John Du Cann"
"John Potter (musician)"	"Gavin Bryars"
"Julia Nunes"	"Jack Conte"
"Julia Nunes"	"Lauren O'Connell"
"Julia Nunes"	"Nataly Dawn"
"Julia Nunes"	"Greg Holden"
"Julia Nunes"	"Ben Folds"
"Keely Smith"	"Frank Sinatra"
"Keely Smith"	"Louis Prima"
"Krishna Das (singer)"	"Mark Egan"
"Krishna Das (singer)"	"David Nichtern"
"Laza Ristovski"	"Alvin Lee"
"Lefty Dizz"	"Hound Dog Taylor"
"Lex Humphries"	"Sun Ra"
"Lil' Cease"	"Mase"
"Lil' Cease"	"Chinx"
"Lil' Fizz"	"Ray J"
"Lil B"	"Chance the Rapper"
"Lil B"	"Soulja Boy"
"Lil B"	"Riff Raff (rapper)"
"Lil Italy"	"Mystikal"
"Lil Italy"	"Fiend (rapper)"
"Lil Italy"	"Silkk the Shocker"
"Lil Italy"	"Snoop Dogg"
"Lil Jon"	"Ice Cube"
"Lil Jon"	"Pitbull (rapper)"
"Lil Jon"	"Lil Scrappy"
"Lil Jon"	"Usher (singer)"
"Lil Jon"	"Snoop Dogg"
"Lil Phat"	"Foxx (rapper)"
"Lil Reese"	"Rick Ross"
"Lil Reese"	"Chief Keef"
"Lil Reese"	"Fredo Santana"
"Lil Reese"	"SD (rapper)"
"Lil Reese"	"Lil Durk"
"Lil Ric"	"Rydah J. Klyde"
"Lil Ric"	"Silkk the Shocker"
"Lil Ric"	"JT the Bigga Figga"
"Lil Ru"	"Rick Ross"
"Lil Ru"	"Mystikal"
"Lil Ru"	"Pastor Troy"
"Lil Ru"	"Gorilla Zoe"
"Lil Ugly Mane"	"SpaceGhostPurrp"
"Lil Ugly Mane"	"Denzel Curry"
"Lil Ugly Mane"	"Antwon"
"Lil Uzi Vert"	"DJ Drama"
"Lil Uzi Vert"	"Rich The Kid"
"Lil Uzi Vert"	"ASAP Ferg"
"Lil Uzi Vert"	"Sonny Digital"
"Lil Uzi Vert"	"Young Thug"
"Lil Uzi Vert"	"Lil Durk"
"Lynn Davis (singer)"	"George Duke"
"Matthieu Mendès"	"M. Pokora"
"Maureen Tucker"	"Jonathan Richman"
"Maureen Tucker"	"Daniel Johnston"
"Michael Ellis (producer)"	"Eric Clapton"
"Michael Ellis (producer)"	"Kurtis Blow"
"Michael Ellis (producer)"	"Beres Hammond"
"Michael Ward (musician)"	"Ben Harper"
"Minnie Riperton"	"Charles Stepney"
"Mitya Fomin"	"Maxim Fadeev"
"Mort Shuman"	"Elvis Presley"
"Mort Shuman"	"Bobby Darin"
"Mort Shuman"	"Doc Pomus"
"N.O.R.E."	"50 Cent"
"N.O.R.E."	"Ghostface Killah"
"N.O.R.E."	"Big Pun"
"N.O.R.E."	"Prodigy (rapper)"
"N.O.R.E."	"DMX (rapper)"
"N.O.R.E."	"Ja Rule"
"N.O.R.E."	"Snoop Dogg"
"N.O.R.E."	"Dame Grease"
"N.O.R.E."	"DJ Clue?"
"N.O.R.E."	"Juvenile (rapper)"
"N.O.R.E."	"Lil Wayne"
"N.O.R.E."	"Scarface (rapper)"
"Nicolette Larson"	"Neil Young"
"Oren Yoel"	"Asher Roth"
"Oren Yoel"	"Tori Kelly"
"Oren Yoel"	"Miley Cyrus"
"Pan Ron"	"Ros Serey Sothea"
"Paul Carter (songwriter)"	"Troye Sivan"
"Paz Lenchantin"	"Melissa Auf der Maur"
"Paz Lenchantin"	"Jarboe"
"Phew (singer)"	"Jah Wobble"
"Phew (singer)"	"Bill Laswell"
"Phew (singer)"	"Holger Czukay"
"Rabih Jaber"	"Eddie Razaz"
"Ralph Burns"	"Bob Fosse"
"Reminisce (musician)"	"Olamide"
"Ronnie Boykins"	"Sun Ra"
"SCH (rapper)"	"Lacrim"
"Scribe (rapper)"	"Savage (rapper)"
"Susie Allanson"	"Buddy Holly"
"Susie Allanson"	"Bobby Vinton"
"Ted Weems"	"Red Ingle"
"Ted Weems"	"Elmo Tanner"
"Thad Jones"	"Count Basie"
"Thad Jones"	"Thelonious Monk"
"The Worlds Freshest (Dj.Fresh)"	"Freddie Gibbs"
"The Worlds Freshest (Dj.Fresh)"	"T-Nutty"
"The Worlds Freshest (Dj.Fresh)"	"Stevie Joe"
"The Worlds Freshest (Dj.Fresh)"	"Mac Mall"
"The Worlds Freshest (Dj.Fresh)"	"The Jacka"
"Tom Collins (producer)"	"Sylvia (singer)"
"Tom Collins (producer)"	"Charley Pride"
"Uli Kusch"	"Roland Grapow"
"Vincent Pontare"	"Veronica Maggio"
"Vincent Pontare"	"Avicii"
"Vincent Pontare"	"Katy Perry"
"Vincent Pontare"	"Madonna (entertainer)"
"Wendell Mobley"	"Kenny Chesney"
"Willie Johnson (guitarist)"	"Howlin' Wolf"
"Paul Wickens"	"Elton John"
"Paul Wickens"	"Joni Mitchell"
"Paul Wickens"	"Paul McCartney"
"Paul Wickens"	"Bob Dylan"
"Paul Wickens"	"Boy George"
"Abida Parveen"	"Bulleh Shah"
"Alan Warner (musician)"	"Hue Montgomery"
"Alan Warner (musician)"	"Colin Young"
"Alan Warner (musician)"	"Edwin Starr"
"Alan Warner (musician)"	"Mike Elliott (saxophonist)"
"Alan Warner (musician)"	"Clem Curtis"
"Alan Warner (musician)"	"Eric Allandale"
"Alessia Cara"	"William Singe"
"Alessia Cara"	"Zedd"
"Alessia Cara"	"Troye Sivan"
"Ali Akbar Khan"	"Ravi Shankar"
"Alphonse Mouzon"	"Miles Davis"
"Annapurna Devi"	"Ravi Shankar"
"Armani Depaul"	"Sage the Gemini"
"Armani Depaul"	"Iamsu!"
"Armani Depaul"	"Stevie Joe"
"Beanie Sigel"	"Ghostface Killah"
"Beanie Sigel"	"Kanye West"
"Beanie Sigel"	"Scarface (rapper)"
"Becca (Ghanaian singer)"	"M.I"
"Becca (Ghanaian singer)"	"Hugh Masekela"
"Big Lurch"	"E-A-Ski"
"Big Lurch"	"Mystikal"
"Big Lurch"	"Mac Dre"
"Bill Curbishley"	"Robert Plant"
"Blu (rapper)"	"Asher Roth"
"Blu (rapper)"	"Exile (producer)"
"Blu (rapper)"	"Fashawn"
"Blu (rapper)"	"Andy Allo"
"Bobby Rondinelli"	"Axel Rudi Pell"
"Busy (musician)"	"Mono/Poly"
"Busy Bee Starski"	"Melle Mel"
"Cait O'Riordan"	"Elvis Costello"
"Claude Kelly"	"Akon"
"Claude Kelly"	"Masha (singer)"
"Claude Kelly"	"Olly Murs"
"Claude Kelly"	"Jessie J"
"Claude Kelly"	"Chuck Harmony"
"Colin Hodgkinson"	"Alexis Korner"
"Colin Waterson"	"Ashley Beedle"
"Colin Waterson"	"KDA (DJ)"
"Cyrus (metal musician)"	"ICS Vortex"
"DJ Webstar"	"Ron Browz"
"Darrell Brown (musician)"	"Faith Hill"
"Darrell Brown (musician)"	"Neil Young"
"Dave Bronze"	"Eric Clapton"
"David Rogers (singer)"	"Buddy Emmons"
"Don Schlitz"	"Kenny Rogers"
"Doyle Bramhall"	"Stevie Ray Vaughan"
"Favorite (rapper)"	"Kollegah"
"Fontella Bass"	"Lester Bowie"
"Fontella Bass"	"David Peaston"
"Fontella Bass"	"Dionne Warwick"
"Francis Monkman"	"Elton John"
"Francis Monkman"	"Al Stewart"
"Gene Taylor (bassist)"	"Horace Silver"
"George Avakian"	"Louis Armstrong"
"George Avakian"	"Miles Davis"
"Glen Heald"	"Shellie Morris"
"Gomo (musician)"	"Katy Perry"
"Graham Stack (record producer)"	"Rod Stewart"
"Graham Stack (record producer)"	"Kylie Minogue"
"Graham Stack (record producer)"	"Tina Turner"
"Graham Stack (record producer)"	"Donna Summer"
"Hoodie Allen"	"Jared Evan"
"Hoodie Allen"	"Kina Grannis"
"Hoodie Allen"	"Shwayze"
"Hoodie Allen"	"Max Schneider"
"Humberto Gatica"	"David Foster"
"Ian Paice"	"George Harrison"
"Ian Paice"	"Paul McCartney"
"Ian Paice"	"Gary Moore"
"Ingrid Michaelson"	"Sara Bareilles"
"Ingrid Michaelson"	"William Fitzsimmons (musician)"
"Ingrid Michaelson"	"Allie Moss"
"Ithaka Darin Pappas"	"Norman Cook"
"Ithaka Darin Pappas"	"DJ Vibe"
"Ithaka Darin Pappas"	"Rui da Silva"
"J. C. Higginbotham"	"Red Allen"
"J. C. Higginbotham"	"Benny Carter"
"Jade MacRae"	"Mahalia Barnes"
"Jeremy Turner (composer)"	"S. Carey"
"Jesper Dahlbäck"	"John Dahlbäck"
"John Brewster (musician)"	"Angry Anderson"
"John Farrar"	"Olivia Newton-John"
"John Heard (musician)"	"Oscar Peterson"
"John Heard (musician)"	"Count Basie"
"Jonas Olsson (music producer)"	"Robin (singer)"
"Kelli Scarr"	"Moby"
"Ken Nelson (United States record producer)"	"Buck Owens"
"Ken Nelson (United States record producer)"	"Hank Thompson (musician)"
"Kliph Scurlock"	"Gruff Rhys"
"Larry Taylor"	"Tom Waits"
"Larry Taylor"	"Harvey Mandel"
"Larry Taylor"	"Jerry Lee Lewis"
"Lianne La Havas"	"Paloma Faith"
"Little Johnny Jones (pianist)"	"Elmore James"
"Little Johnny Jones (pianist)"	"Muddy Waters"
"Maria (Bulgarian singer)"	"Anelia"
"Maria (Bulgarian singer)"	"Galena (singer)"
"Mark Hill (musician)"	"Craig David"
"Michael Cooper (musician)"	"Burning Spear"
"Michael Henderson"	"Norman Connors"
"Michael Henderson"	"Jean Carn"
"Michael Henderson"	"Miles Davis"
"Michael Johns (singer)"	"Brooke White"
"Nathan Chapman (record producer)"	"Taylor Swift"
"Nigar Jamal"	"Dima Bilan"
"Nigar Jamal"	"Eldar Gasimov"
"Ole Jørn Myklebust"	"Unni Wilhelmsen"
"Patrick Walsh (piper)"	"James O'Brien (piper)"
"Penny (rapper)"	"K-the-I???"
"Pete Johnson"	"Big Joe Turner"
"Raimund Marasigan"	"Abra (rapper)"
"Roddy Jackson"	"Sonny Bono"
"Ruby Braff"	"Edmond Hall"
"Rusko (musician)"	"Pixie Lott"
"Rusko (musician)"	"Kid Sister"
"Rusko (musician)"	"Caspa"
"Rusko (musician)"	"Sub Focus"
"Sam Sneed"	"Dr. Dre"
"Sam Sneed"	"Nat Powers"
"Soulja Slim"	"Mystikal"
"Soulja Slim"	"Snoop Dogg"
"Soulja Slim"	"C-Murder"
"Soulja Slim"	"Juvenile (rapper)"
"Soulja Slim"	"KLC"
"Tyler Hubbard"	"Luke Bryan"
"Tyler Hubbard"	"Cole Swindell"
"Tyler Hubbard"	"Jason Derulo"
"Tyler Hubbard"	"Chase Rice"
"Tyler James (English musician)"	"Leanne Mitchell"
"Tyler James (English musician)"	"Bo Bruce"
"Tyler James (English musician)"	"Amy Winehouse"
"Tyler James (English musician)"	"Will.i.am"
"Umika Kawashima"	"Megumi Hinata"
"Vic Schoen"	"Bing Crosby"
"Vic Schoen"	"Danny Kaye"
"Vic Schoen"	"Dinah Shore"
"Vic Schoen"	"Count Basie"
"Vic Schoen"	"Glenn Miller"
"Vic Schoen"	"Andy Williams"
"Vic Schoen"	"George Shearing"
"Vic Schoen"	"Harry James"
"Walter Murphy"	"Mike Post"
"Walter Murphy"	"Seth MacFarlane"
"Walter Murphy"	"Peter Lemongello"
"Walter Murphy"	"Doc Severinsen"
"Yellowman"	"Fathead (musician)"
"Zdenko Kolar"	"Vlada Divljan"
"Chris Bailey (Australian musician)"	"Jeff Duff"
"Chris Bailey (Australian musician)"	"Wendy Saddington"
"Christopher Martin (entertainer)"	"Pete Rock"
"Frederick Knight (singer)"	"Anita Ward"
"Gilli (rapper)"	"KESI (rapper)"
"Hugh Harris (singer)"	"Wendy Melvoin"
"Joey Waronker"	"Beck"
"Little Eva"	"Gerry Goffin"
"Little Eva"	"Carole King"
"Magic (rapper)"	"Mystikal"
"Magic (rapper)"	"Snoop Dogg"
"Magic (rapper)"	"C-Murder"
"Nevena Božović"	"Mirna Radulović"
"Nevena Božović"	"Sara Jovanović"
"Peggy Sue (singer)"	"Crystal Gayle"
"Adam Mitchell (songwriter)"	"Olivia Newton-John"
"Alan Thomson (musician)"	"John Martyn"
"Anjan Dutt"	"Nachiketa Chakraborty"
"Armando Peraza"	"Cal Tjader"
"Armando Peraza"	"George Shearing"
"Bence Bátor"	"Imre Poniklo"
"Bennie Moten"	"Count Basie"
"Bobby Parker (guitarist)"	"Paul Williams (saxophonist)"
"Bryan Beller"	"Joe Satriani"
"Caiphus Semenya"	"Quincy Jones"
"Caiphus Semenya"	"Hugh Masekela"
"Carlos Alomar"	"Mick Jagger"
"Carlos Alomar"	"David Bowie"
"Carlos Alomar"	"James Brown"
"Carlos Alomar"	"John Lennon"
"Carlos Alomar"	"Paul McCartney"
"Carlos Alomar"	"Brian Eno"
"Carlos Alomar"	"Ben E. King"
"Carlos Alomar"	"Iggy Pop"
"Cassidy (rapper)"	"J.R. Writer"
"Dannie Richmond"	"Elton John"
"Dannie Richmond"	"Charles Mingus"
"Dannie Richmond"	"Joe Cocker"
"David Garcia (musician)"	"Christopher Stevens (musician)"
"David Rhodes (guitarist)"	"Peter Gabriel"
"David Rhodes (guitarist)"	"Mango (singer)"
"Davitt Sigerson"	"Olivia Newton-John"
"Davitt Sigerson"	"Tori Amos"
"Davitt Sigerson"	"John Entwistle"
"Davitt Sigerson"	"Gene Simmons"
"Debris (artist)"	"Don Diablo"
"Debris (artist)"	"Oliver Heldens"
"Donell Jones"	"Lisa Lopes"
"Donell Jones"	"R. Kelly"
"Donell Jones"	"Tank (American singer)"
"Donell Jones"	"Big Pun"
"Duncan Mackay (musician)"	"Kate Bush"
"Elvir Mekić"	"Selma Bajrami"
"Enrique González ""La Pulga"""	"Benny Moré"
"Eric Erlandson"	"Melissa Auf der Maur"
"Ernie Maresca"	"Dion DiMucci"
"Fernest Arceneaux"	"Rockin' Dopsie"
"Fernest Arceneaux"	"Clifton Chenier"
"Gary Foster (musician)"	"Poncho Sanchez"
"Gary Foster (musician)"	"Clare Fischer"
"Gary Foster (musician)"	"Toshiko Akiyoshi"
"Gary Foster (musician)"	"Cal Tjader"
"Gretchen Wilson"	"Kid Rock"
"Gretchen Wilson"	"Kenny Chesney"
"Hanna Hedlund"	"Lina Hedlund"
"Harry Barris"	"Paul Whiteman"
"Herman Fowlkes, Jr."	"Sonny Boy Williamson II"
"Huey Lewis"	"Lauren Turner"
"Izumi Yukimura"	"Chiemi Eri"
"Izumi Yukimura"	"Haruomi Hosono"
"Izumi Yukimura"	"Hibari Misora"
"Joel Feeney"	"Aaron Lines"
"John Hughey"	"Conway Twitty"
"Jon Redwine"	"Jeremih"
"Jon Redwine"	"Tabi Bonney"
"Jon Redwine"	"Waka Flocka Flame"
"Jon Redwine"	"Bobby Brackins"
"Jon Redwine"	"Tinashe"
"Jon Redwine"	"Colette Carr"
"Jon Redwine"	"Zendaya"
"Jon Redwine"	"Chris Brown"
"Jon Redwine"	"Christina Milian"
"Kate McTell"	"Blind Willie McTell"
"Katsuhiko Nakagawa"	"Shoko Nakagawa"
"Lefty Frizzell"	"David Frizzell"
"Lefty Frizzell"	"Hank Williams"
"Licorice McKechnie"	"Robin Williamson"
"Lisa Angelle"	"Andrew Gold"
"Louis Sclavis"	"Henri Texier"
"Masayuki Takayanagi"	"Otomo Yoshihide"
"Mike Bordin"	"Ozzy Osbourne"
"Neil Cooper (ROIR)"	"Lee ""Scratch"" Perry"
"Neil Cooper (ROIR)"	"Patti Smith"
"Neil Cooper (ROIR)"	"Oku Onuora"
"Neil Cooper (ROIR)"	"Mad Professor"
"Neil Cooper (ROIR)"	"Glenn Branca"
"Neil Cooper (ROIR)"	"Nico"
"Neil Cooper (ROIR)"	"Bill Laswell"
"Nobuyasu Okabayashi"	"Kazuhiko Kato (musician)"
"Paul Matthews (musician)"	"Michael Murphy (singer)"
"Raghunath Seth"	"Sultan Khan (musician)"
"Rick Parashar"	"Melissa Etheridge"
"Ryan Hadlock"	"Vance Joy"
"Ryan Hadlock"	"Stephen Malkmus"
"Shawty Redd"	"Bun B"
"Shawty Redd"	"Pastor Troy"
"Shawty Redd"	"T.I."
"Shawty Redd"	"Snoop Dogg"
"Silvia Urbina"	"Rolando Alarcón"
"Tinny (musician)"	"Paul Epworth"
"Tinny (musician)"	"Hammer of The Last Two"
"Walter Giardino"	"Greg Smith (American musician)"
"J. B. Lenoir"	"Memphis Minnie"
"J. B. Lenoir"	"Elmore James"
"J. B. Lenoir"	"Sonny Boy Williamson II"
"J. B. Lenoir"	"Muddy Waters"
"Michael Owen Bruce"	"Ant-Bee"
"Michael Owen Bruce"	"Alice Cooper"
"Al Pitrelli"	"Sebastian Bach"
"Al Pitrelli"	"Alice Cooper"
"Andy Scott-Lee"	"Lisa Scott-Lee"
"Bill Church"	"Van Morrison"
"Bill Putnam"	"Bing Crosby"
"Bill Putnam"	"Frank Sinatra"
"Billy Strange"	"Nancy Sinatra"
"Black Rob"	"Mase"
"Black Rob"	"Faith Evans"
"Black Rob"	"Craig Mack"
"Bob Berg"	"Chick Corea"
"Bob Berg"	"Miles Davis"
"Bob Berg"	"Cedar Walton"
"Bob Berg"	"Horace Silver"
"Bone Crusher (rapper)"	"Bizarre (rapper)"
"Bone Crusher (rapper)"	"Jermaine Dupri"
"Bone Crusher (rapper)"	"T.I."
"Brian Alexander Morgan"	"DJ Khalil"
"Brian Kehew"	"Dave Davies"
"Brian Liesegang"	"Billy Corgan"
"Brooke Valentine"	"Beenie Man"
"Brownmark"	"Prince (musician)"
"Brownmark"	"Stevie Ray Vaughan"
"Brownmark"	"Sting (musician)"
"Bruce Welch"	"Olivia Newton-John"
"Bruce Welch"	"Hank Marvin"
"C-Bo"	"Tupac Shakur"
"C-Bo"	"Brotha Lynch Hung"
"C-Bo"	"Young Buck"
"Casey LeBlanc"	"Amber Fleury"
"Cherrelle"	"Stephanie Mills"
"Cherrelle"	"Sheila E."
"Cherrelle"	"Alexander O'Neal"
"Chris Thile"	"Edgar Meyer"
"D. J. Fontana"	"Elvis Presley"
"Dale Bozzio"	"Prince (musician)"
"Dale Bozzio"	"Frank Zappa"
"Danny Kortchmar"	"Harry Nilsson"
"Danny Kortchmar"	"Carole King"
"Danny Kortchmar"	"Don Henley"
"Danny Seraphine"	"Hawk Wolinski"
"Dewey Redman"	"Don Cherry (trumpeter)"
"Dewey Redman"	"Charlie Haden"
"Dr. Luke"	"Avril Lavigne"
"Dr. Luke"	"Flo Rida"
"Dr. Luke"	"Kesha"
"Dr. Luke"	"Usher (singer)"
"Dr. Luke"	"Katy Perry"
"Dr. Luke"	"Becky G"
"Dr. Luke"	"Miley Cyrus"
"Helen Forrest"	"Artie Shaw"
"Helen Forrest"	"Harry James"
"Hurby Azor"	"Dana Dane"
"Hurby Azor"	"Snow (musician)"
"Hurby Azor"	"Sweet Tee"
"Inés Gaviria"	"Alih Jey"
"Jack Fina"	"Clyde McCoy"
"Jack Nitzsche"	"Sonny Bono"
"Jack Nitzsche"	"Phil Spector"
"Jack Nitzsche"	"Neil Young"
"Jaimoe"	"Otis Redding"
"Jay Sean"	"Rick Ross"
"Jay Sean"	"Veronica Mehta"
"Jay Sean"	"Lil Wayne"
"Jeffrey Foskett"	"Brian Wilson"
"Jennifer Holliday"	"Whitney Houston"
"Jennifer Holliday"	"Tony Franklin (musician)"
"Jimmy Bain"	"Ian Hunter (singer)"
"Jimmy Bain"	"Gary Moore"
"Jimmy Lyons"	"Cecil Taylor"
"Jimmy Martin"	"Bill Monroe"
"Johnny ""Guitar"" Watson"	"Etta James"
"Johnny ""Guitar"" Watson"	"Frank Zappa"
"Johnny ""Guitar"" Watson"	"The Mighty Hannibal"
"Johnny ""Guitar"" Watson"	"Larry Williams"
"Judy Clay"	"Billy Vera"
"Just-Ice"	"KRS-One"
"Just Blaze"	"Jay Electronica"
"Just Blaze"	"Baauer"
"Just Blaze"	"Young Guru"
"Just Blaze"	"T.I."
"Just Blaze"	"The Game (rapper)"
"Just Blaze"	"Kanye West"
"Just Blaze"	"Saigon (rapper)"
"Just Blaze"	"Fabolous"
"La the Darkman"	"DJ Drama"
"La the Darkman"	"Ghostface Killah"
"La the Darkman"	"RZA"
"La the Darkman"	"GZA"
"La the Darkman"	"Willie the Kid (rapper)"
"La the Darkman"	"Inspectah Deck"
"La the Darkman"	"Method Man"
"MC Breed"	"Tupac Shakur"
"MC Breed"	"The D.O.C."
"MC Breed"	"Proof (rapper)"
"Mack 10"	"Xzibit"
"Mack 10"	"Ice Cube"
"Mack 10"	"Chilly Chill"
"Mack 10"	"WC (rapper)"
"Mack 10"	"MC Eiht"
"Mack 10"	"Glasses Malone"
"Mahasti"	"Hayedeh"
"Maria Bethânia"	"Caetano Veloso"
"Maria Bethânia"	"Gilberto Gil"
"Mark Chaussee"	"Marilyn Manson"
"Marva Whitney"	"James Brown"
"Mashonda"	"DMX (rapper)"
"Matt Sweeney"	"Jake Bugg"
"Matt Sweeney"	"Iggy Pop"
"Michael Peter Smith"	"Anne Hills"
"Moka Only"	"Abstract Rude"
"Moka Only"	"Awol One"
"Moka Only"	"Classified (rapper)"
"Moka Only"	"Prevail (musician)"
"Moka Only"	"Factor (producer)"
"Mr. DJ"	"Common (rapper)"
"Mr. DJ"	"Mos Def"
"Mr. Magic"	"Marley Marl"
"Mr. Porter"	"Method Man"
"Nellee Hooper"	"Gwen Stefani"
"Nellee Hooper"	"Paloma Faith"
"Nellee Hooper"	"Björk"
"Nellee Hooper"	"Madonna (entertainer)"
"O'Kelly Isley Jr."	"Jimi Hendrix"
"Pat Alger"	"Garth Brooks"
"Patricia Paay"	"Anita Meyer"
"Patricia Paay"	"Yvonne Keeley"
"Patricia Paay"	"Rob de Nijs"
"Prince Lasha"	"Jimmy Garrison"
"Prince Lasha"	"Eric Dolphy"
"Prince Lasha"	"Elvin Jones"
"R.A. the Rugged Man"	"Vinnie Paz"
"R.A. the Rugged Man"	"Timbo King"
"R.A. the Rugged Man"	"Eamon (singer)"
"Ray Cooper"	"Elton John"
"Ray Cooper"	"Eric Clapton"
"Ray Cooper"	"George Harrison"
"Ray Cooper"	"Ringo Starr"
"Ray Cooper"	"Roger Waters"
"Ray Cooper"	"Paul McCartney"
"Ray Cooper"	"Mark Knopfler"
"Ray Cooper"	"Maynard Ferguson"
"Ray Cooper"	"Harry Nilsson"
"Ray Cooper"	"Ravi Shankar"
"Ray Price (musician)"	"Johnny Paycheck"
"Ray Price (musician)"	"Roger Miller"
"Ray Price (musician)"	"George Jones"
"Rich Costey"	"Frank Turner"
"Rich Costey"	"Santigold"
"Rich Harrison"	"Jennifer Lopez"
